participant_id,session_id,wave,start_time,ra_id,ic,no_1,no_2,no_3,no_4,mi_1,mi_2,mi_3,mi_4,esoc_1,esoc_2,esoc_3,esoc_4,esoc_5,esoc_6,esoc_7,esoc_8,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,iclo_1,iclo_2,iclo_3,iclo_4,iclo_5,iclo_6,istate_1,istate_2,istate_3,istate_4,istate_5,istate_6,rwa_1,rwa_2,rwa_3,rwa_4,rwa_5,rwa_6,rwa_7,rwa_8,rwa_9,rwa_10,rwa_11,rwa_12,rwa_13,rwa_14,rwa_15,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,sdo_9,sdo_10,sdo_11,sdo_12,sdo_13,sdo_14,sdo_15,sdo_16,rz_1,rz_2,rz_3,rz_4,rz_5,rz_6,rz_7,rz_8,rz_9,rz_10,rz_11,rz_12,rz_13,rz_14,rz_15,rz_16,self_health,relative_health,self_rated_health,hp_1,hp_2,hp_3,bpjs_mandatory,bpjs_membership,bjps_service_class,bpjs_utility,healthcare_satisfaction,bpjs_deficit,bpjs_raise,hcw,hcw_healthcare_quality,future_use_bpjs,bpjs_benefits_1,bpjs_benefits_2,bpjs_benefits_3,bpjs_benefits_4,bpjs_benefits_5,at_jokowi,at_prabowo,hot_means,cold_means,which_candidates_intention,pol_behaviour,pol_interest,pol_info_1,pol_info_2,pol_info_3,pol_info_4,pol_info_5,pol_info_6,pol_info_7,attitude_2_politics,attitude_2_politicians,gender,age,household_income,edlevel,group_status,religion,occupation,ethnic_groups,city,dt_1,dt_2,dt_3,dt_4,dt_5,dt_6,dt_7,dt_8,dt_9,dt_10,dt_11,dt_12,dt_13,dt_14,dt_15,dt_16,dt_17,dt_18,dt_19,dt_20,dt_21,dt_22,dt_23,dt_24,dt_25,dt_26,dt_27,lt_1,lt_2,lt_3,lt_4,lt_5,lt_6,lt_7,lt_8,lt_9,lt_10,lt_11,lt_12,end_time,finished,q_viewer,lastpage,maxpage,missing,missrel,time_rsi,deg_time,wave_2_participation,,,,,,,,,,,,,,,,
1008,526,1,12/13/2018 4:15,Linda,TRUE,3,2,3,5,3,2,4,4,3,4,3,3,4,5,5,6,3,4,3,4,5,3,2,3,3,5,3,5,2,3,3,6,4,4,8,2,8,2,6,3,6,2,7,7,7,4,8,2,7,4,2,2,3,5,3,3,4,3,5,4,3,3,3,4,5,5,5,5,4,3,1,5,5,4,4,4,4,5,5,5,3,Tidak,Ya,74,3,3,3,86,Ya,Kelas 2,Pernah,70,"Ya, pernah mendengar",NA,"Ya, saya seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,31,81,30,89,4,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,60,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,3,2,1,26,15,4,26,1,6,Arab,Bekasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/13/2018 10:53,TRUE,FALSE,19,19,0,0,1.86,69,TRUE,,,,,,,,,,,,,,,,
1008,527,2,3/24/2019 19:24,Citra,TRUE,2,2,5,4,2,3,5,4,3,5,2,2,5,6,4,5,3,3,4,4,5,3,2,3,4,5,3,3,2,3,3,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 1,Pernah,NA,NA,NA,NA,NA,7,5,4,5,5,5,NA,NA,NA,NA,4,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26,15,4,26,1,6,Arab,Bekasi,4,3,2,3,4,2,3,1,3,4,3,4,3,4,4,2,2,2,2,4,1,2,1,1,4,2,1,4,3,5,3,5,5,5,5,5,5,5,5,3/24/2019 19:36,TRUE,FALSE,12,12,0,0,1.33,25,TRUE,,,,,,,,,,,,,,,,
1179,620,1,12/20/2018 7:01,Nina,TRUE,1,1,6,7,1,1,7,6,1,3,1,1,6,5,5,7,1,2,2,7,7,5,1,1,1,5,7,7,2,1,2,7,7,5,6,2,2,2,1,3,2,3,8,4,8,2,9,2,8,5,1,3,2,2,2,2,2,2,2,7,2,1,1,1,1,3,2,3,3,2,2,2,1,2,2,1,1,2,2,2,2,Tidak,Ya,81,5,5,4,82,Ya,Tidak tahu,Tidak pernah,NA,"Ya, pernah mendengar",Saya akan tetap menjadi peserta dan tetap rutin membayar iuran,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,36,82,46,87,2,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,101,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,5,5,1,26,15,4,90,1,2,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/20/2018 7:14,TRUE,FALSE,19,19,0,0,1.91,46,TRUE,,,,,,,,,,,,,,,,
1179,621,2,3/24/2019 13:25,Citra,TRUE,1,1,5,2,1,1,6,6,1,1,2,1,6,5,5,7,1,2,3,6,6,6,5,1,1,5,7,5,1,1,2,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Tidak tahu,Pernah,NA,NA,NA,NA,NA,8,4,5,2,4,5,NA,NA,NA,NA,6,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26,15,4,90,1,2,Jawa,Surabaya,4,3,4,4,4,2,4,2,4,4,2,3,2,4,4,3,2,2,2,4,1,2,2,4,5,2,1,4,2,2,2,4,4,4,4,5,4,5,5,3/24/2019 13:32,TRUE,FALSE,12,12,0,0,1.92,54,TRUE,,,,,,,,,,,,,,,,
310,139,1,10/30/2018 6:39,GITA,TRUE,1,7,7,1,1,1,7,7,7,7,7,7,1,1,7,1,7,1,5,1,1,7,1,7,7,1,1,1,7,1,7,1,1,1,9,8,9,7,9,8,9,1,9,9,9,9,9,9,9,1,7,1,7,1,1,1,7,1,7,7,1,1,1,1,7,5,5,5,5,5,1,5,5,5,4,5,5,5,5,5,5,Tidak,Tidak,101,5,5,1,101,Ya,Kelas 2,Pernah,101,"Ya, pernah mendengar",NA,"Ya, saya seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,99,99,1,101,6,Belum menentukan sikap,101,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,5,2,1,29,15,4,99,1,2,Jawa,Probolinggo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/30/2018 7:12,TRUE,FALSE,19,19,0,0,1.03,9,TRUE,,,,,,,,,,,,,,,,
310,140,2,3/25/2019 3:14,Nina,TRUE,1,5,6,1,1,7,7,2,1,7,7,7,1,1,1,1,7,2,2,1,6,5,1,7,7,2,1,1,7,1,7,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 2,Pernah,NA,NA,NA,NA,NA,10,5,5,4,5,5,NA,NA,NA,NA,7,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,15,4,99,1,2,Jawa,Probolinggo,5,5,1,5,5,2,5,5,2,5,2,5,5,5,5,1,1,1,1,5,1,1,1,5,5,1,1,5,4,5,5,5,5,5,5,5,5,4,5,3/25/2019 3:36,TRUE,FALSE,12,12,0,0,0.89,6,TRUE,,,,,,,,,,,,,,,,
725,388,1,11/26/2018 10:16,Retno,TRUE,1,1,7,7,1,1,7,7,1,5,1,1,7,5,7,7,1,1,1,1,2,7,1,1,1,1,5,7,1,1,3,7,5,5,3,1,6,3,3,2,3,3,6,3,6,1,9,5,5,7,1,2,5,3,1,1,1,5,5,2,2,1,1,1,1,5,5,5,5,2,2,5,3,3,4,2,2,1,1,3,2,Tidak,Tidak,92,5,4,4,85,Ya,Kelas 1,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,72,1,84,86,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,88,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,situs berita online,4,3,2,30,15,4,77,1,2,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/26/2018 10:34,TRUE,FALSE,19,19,0,0,1.49,32,TRUE,,,,,,,,,,,,,,,,
725,389,2,3/22/2019 5:27,dyah,TRUE,1,1,7,7,1,3,5,5,3,4,3,1,5,5,5,7,1,3,3,7,5,5,1,1,1,4,7,7,3,1,1,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 1,Pernah,NA,NA,NA,NA,NA,8,5,5,5,5,5,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,15,4,77,1,2,Jawa,Surabaya,4,4,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,4,2,2,2,2,3,5,4,2,4,4,4,3,4,4,4,4,4,4,4,4,3/22/2019 5:38,TRUE,FALSE,12,12,0,0,1.37,21,TRUE,,,,,,,,,,,,,,,,
1157,602,1,12/19/2018 8:17,Nina,TRUE,5,3,7,5,1,1,7,6,3,7,7,7,5,1,1,1,7,7,7,1,2,1,3,7,7,3,3,3,7,5,7,1,3,1,8,1,9,3,7,1,7,3,6,7,9,2,9,6,9,7,1,3,3,1,3,1,3,1,7,3,3,2,1,1,1,5,5,5,5,5,3,5,5,5,5,5,1,5,5,5,4,Tidak,Tidak,101,5,5,5,101,Ya,Kelas 2,Pernah,101,"Ya, pernah mendengar",Saya akan tetap menjadi peserta dan tetap rutin membayar iuran,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,54,53,1,101,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,101,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,3,1,2,30,15,5,101,1,2,Minang,Padang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/19/2018 10:12,TRUE,FALSE,19,19,0,0,0.96,9,TRUE,,,,,,,,,,,,,,,,
1157,603,2,3/22/2019 13:31,citra,TRUE,7,4,5,4,1,4,7,7,4,7,7,7,4,1,1,2,7,7,7,1,1,1,4,7,7,3,3,2,7,7,7,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 2,Pernah,NA,NA,NA,NA,NA,5,5,3,3,3,3,NA,NA,NA,NA,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,15,5,101,1,2,Minang,Padang,3,5,5,5,5,1,3,3,3,4,3,3,5,5,5,1,3,5,3,5,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,3/23/2019 8:08,TRUE,FALSE,12,12,0,0,0.49,2,TRUE,,,,,,,,,,,,,,,,
1182,624,1,12/20/2018 7:14,Nina,TRUE,5,2,5,3,2,4,3,6,6,7,6,4,2,5,3,4,5,5,5,3,5,3,3,5,6,4,4,4,3,3,7,5,2,2,8,6,5,3,7,5,9,3,4,9,9,9,9,6,7,4,3,5,4,3,3,2,3,6,5,5,6,3,3,3,3,4,4,4,4,5,3,3,5,3,3,4,3,4,4,4,4,Tidak,Tidak,88,4,4,2,75,Ya,Kelas 1,Pernah,21,"Ya, pernah mendengar","Saya tetap akan menjadi peserta, namun kedepannya, saya ragu dapat membayar iuran secara rutin","Ya, saya seorang tenaga kesehatan","Tetap saja, tidak ada perubahan kualitas pelayanan yang signifikan",NA,NA,NA,NA,NA,NA,41,35,29,83,10,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,56,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Berita online,2,2,1,30,15,5,57,1,6,Jawa,Tangerang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/20/2018 7:35,TRUE,FALSE,19,19,0,0,1.5,28,TRUE,,,,,,,,,,,,,,,,
1182,625,2,3/20/2019 3:24,Citra,TRUE,3,3,3,3,3,4,5,6,5,6,5,2,3,3,3,5,4,5,5,3,5,3,5,6,3,3,3,3,5,3,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 1,Pernah,NA,NA,NA,NA,NA,8,4,4,4,2,3,NA,NA,NA,NA,9,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,15,5,57,1,6,Jawa,Tangerang,4,4,4,4,4,2,4,1,2,4,3,4,3,2,4,2,4,2,2,5,1,2,2,2,4,2,2,4,3,4,4,4,4,5,4,5,5,3,3,3/20/2019 3:34,TRUE,FALSE,12,12,0,0,1.37,21,TRUE,,,,,,,,,,,,,,,,
280,119,1,10/29/2018 12:53,WIWID,TRUE,2,2,3,6,3,3,5,6,3,7,4,3,6,4,4,4,2,5,7,5,3,2,2,5,3,4,4,5,5,4,4,3,4,4,8,3,7,2,4,3,4,4,8,4,7,6,7,6,7,5,2,3,3,3,1,2,2,3,3,3,3,2,2,3,2,5,5,5,5,4,3,5,5,5,2,3,2,4,5,5,5,Tidak,Tidak,93,5,4,4,92,Ya,Kelas 1,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,52,81,56,92,5,Belum menentukan sikap,92,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,3,2,2,40,15,6,91,1,2,Jawa,Jakarta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/29/2018 13:17,TRUE,FALSE,19,19,0,0,0.97,5,TRUE,,,,,,,,,,,,,,,,
280,120,2,3/21/2019 6:29,Nina,TRUE,2,1,6,6,3,3,6,6,3,6,5,3,6,5,5,6,3,6,7,5,3,6,3,7,3,5,4,5,6,5,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Tidak tahu,Tidak pernah,NA,NA,NA,NA,NA,9,5,5,5,5,4,NA,NA,NA,NA,5,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,15,6,91,1,2,Jawa,Jakarta,4,2,4,4,4,2,3,2,2,4,2,3,3,4,3,4,2,3,2,4,1,1,1,2,2,2,2,5,4,4,4,4,4,4,4,5,4,5,4,3/21/2019 6:51,TRUE,FALSE,12,12,0,0,0.56,0,TRUE,,,,,,,,,,,,,,,,
956,511,1,11/30/2018 23:51,Nina,TRUE,3,3,5,3,3,4,4,5,3,4,4,2,5,4,4,6,3,3,2,5,5,6,3,2,2,5,6,6,3,2,3,6,5,5,7,3,7,3,6,3,7,3,7,5,8,4,5,6,7,5,3,3,3,3,2,2,2,3,3,3,5,2,3,2,2,5,5,5,5,4,3,4,4,4,2,2,4,4,4,4,4,Tidak,Tidak,91,4,4,3,81,Ya,Tidak tahu,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,91,11,31,1,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,91,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,2,2,1,42,15,5,31,3,2,Saya bagian dari 2 atau lebih kelompok etnis yang berbeda,Palembang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/1/2018 0:12,TRUE,FALSE,19,19,0,0,1.34,44,FALSE,,,,,,,,,,,,,,,,
206,46,1,10/28/2018 10:07,Gita,TRUE,5,5,5,4,4,4,5,4,4,7,6,4,4,3,3,3,3,5,5,3,1,3,6,6,5,3,2,3,7,7,6,2,4,4,7,8,9,6,9,6,9,3,7,9,7,9,9,4,5,7,1,2,3,3,3,2,2,6,7,6,5,5,5,6,1,5,5,5,5,5,3,5,5,5,3,4,5,1,5,5,5,Tidak,Tidak,90,3,3,3,86,Ya,Tidak tahu,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,77,12,45,73,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,92,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,4,4,2,54,15,5,71,1,1,Jawa,Sidoarjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/28/2018 10:59,TRUE,FALSE,19,19,0,0,0.67,3,TRUE,,,,,,,,,,,,,,,,
206,47,2,3/23/2019 10:41,Nina,TRUE,4,4,4,4,5,5,5,4,5,6,6,4,4,5,3,4,5,6,6,5,2,1,5,7,6,5,2,2,7,6,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Tidak tahu,Tidak pernah,NA,NA,NA,NA,NA,5,4,3,4,3,5,NA,NA,NA,NA,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54,15,5,71,1,1,Jawa,Sidoarjo,5,4,5,4,4,4,5,4,3,4,4,3,3,4,2,3,4,3,3,5,2,3,3,3,5,4,3,4,4,4,4,4,4,5,4,5,4,5,3,3/23/2019 11:01,TRUE,FALSE,12,12,0,0,0.77,5,TRUE,,,,,,,,,,,,,,,,
853,456,1,11/28/2018 10:53,Linda,TRUE,7,6,1,2,7,7,4,4,7,7,6,6,2,6,2,2,7,7,7,1,2,1,7,7,7,4,1,2,7,7,5,4,2,2,9,5,1,2,9,1,2,2,9,7,9,5,9,2,8,7,1,1,4,1,6,2,6,1,6,2,7,4,4,1,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,3,Tidak,Tidak,101,5,3,5,51,Ya,Kelas 1,Pernah,51,"Ya, pernah mendengar",NA,"Ya, saya seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,101,1,1,101,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,81,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,3,1,1,55,15,4,101,1,2,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/28/2018 12:35,TRUE,FALSE,19,19,0,0,0.59,2,TRUE,,,,,,,,,,,,,,,,
853,457,2,3/24/2019 14:41,Dyah,TRUE,7,6,2,2,6,6,2,2,7,7,7,6,1,1,2,1,7,6,7,1,2,1,7,7,7,1,1,2,7,7,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 1,Pernah,NA,NA,NA,NA,NA,10,2,4,3,2,1,NA,NA,NA,NA,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,55,15,4,101,1,2,Jawa,Surabaya,5,2,4,4,5,5,2,2,1,3,3,1,2,3,4,2,5,2,2,4,1,3,1,1,5,1,1,4,3,3,3,3,3,5,3,4,5,2,4,3/24/2019 15:10,TRUE,FALSE,12,12,0,0,0.53,0,TRUE,,,,,,,,,,,,,,,,
556,297,1,11/22/2018 6:26,Dyah Ayu Savitri,TRUE,3,4,5,5,2,6,5,2,5,7,6,7,5,3,5,1,7,6,7,1,7,1,4,7,6,5,1,1,7,5,6,1,5,1,9,2,9,1,9,5,9,1,8,8,9,2,7,8,9,7,1,1,1,2,1,1,1,1,4,6,1,1,1,1,1,5,5,5,5,5,5,5,5,4,2,3,4,5,5,5,4,Tidak,Tidak,101,5,5,3,101,Ya,Tidak tahu,Pernah,81,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,91,62,1,101,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,101,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,3,2,19,16,2,76,1,6,Jawa,Malang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/22/2018 7:03,TRUE,FALSE,19,19,0,0,0.83,4,TRUE,,,,,,,,,,,,,,,,
556,298,2,3/21/2019 10:13,Ochy,TRUE,5,5,2,3,1,6,7,2,6,7,5,5,2,3,5,1,7,7,7,1,5,1,2,7,7,3,2,1,6,5,6,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Tidak tahu,Pernah,NA,NA,NA,NA,NA,10,5,3,4,4,4,NA,NA,NA,NA,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,16,2,76,1,6,Jawa,Malang,4,4,3,5,4,1,5,2,4,4,2,5,5,4,3,2,4,4,2,5,2,4,5,4,4,4,2,4,5,4,4,3,2,4,5,5,5,5,4,3/21/2019 10:35,TRUE,FALSE,12,12,0,0,0.72,4,TRUE,,,,,,,,,,,,,,,,
271,111,1,10/29/2018 9:36,LINDA,TRUE,6,3,6,2,3,3,4,4,4,6,2,1,5,2,6,5,4,2,6,2,5,3,6,5,4,4,2,5,6,4,7,2,5,6,9,2,5,1,9,1,9,1,7,7,8,8,8,3,8,6,4,6,2,2,2,4,2,7,7,7,7,2,2,1,2,3,4,4,3,4,2,4,3,4,2,2,2,3,4,4,4,Tidak,Tidak,87,5,5,4,86,Tidak,NA,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Ya, saya seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,58,61,26,80,6,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,91,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,5,2,2,20,16,2,64,1,6,Saya bagian dari 2 atau lebih kelompok etnis yang berbeda,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/29/2018 10:01,TRUE,FALSE,19,19,0,0,1.31,21,FALSE,,,,,,,,,,,,,,,,
1207,645,1,12/20/2018 13:35,Ochy,TRUE,1,1,7,7,1,1,7,7,3,3,1,1,5,5,7,7,1,1,4,7,5,7,1,1,1,5,7,7,1,1,7,7,5,1,9,1,9,1,9,1,9,1,9,5,9,1,1,1,9,7,1,4,4,4,1,1,1,1,7,1,1,1,1,1,1,5,4,5,5,3,1,5,3,3,5,5,1,3,5,3,1,Tidak,Tidak,101,5,5,5,101,Ya,Kelas 1,Tidak pernah,NA,"Ya, pernah mendengar",Saya akan tetap menjadi peserta dan tetap rutin membayar iuran,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,101,1,51,101,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,78,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,1,2,29,16,4,1,3,2,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/20/2018 18:48,TRUE,FALSE,19,19,0,0,1.36,24,TRUE,,,,,,,,,,,,,,,,
